post_id,owner_id,timestamp,likes,comments_count,caption,hashtags,location_id,media_type,username,shortcode,location,is_private,is_verified,mentions,Category,#Followers,#Followees,#Posts,comment_text,comment_owner_username,comment_likes,comment_timestamp,caption_length,num_hashtags,has_mention,has_url,follower_adjusted_likes,follower_adjusted_comments,engagement_rate,hashtags_agg,engagement_frequency,influence_score,content_interaction,comment_engagement_ratio,comment_length,has_emoji,category_beauty,category_family,category_fashion,category_fitness,category_food,category_pet,category_travel,user_id_encoded,engagement_binary,engagement_probability,sentiment,sentiment_confidence,sentiment_positive,sentiment_negative,sentiment_neutral,is_high_value_follower,comment_likes_sum,sentiment_positive_post,sentiment_negative_post,sentiment_neutral_post,avg_comment_sentiment,num_comments,sentiment_weighted_engagement
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,"Much love homie. I watch every video you drop here in Topeka, KS. Check out my raps on my page if you like rap. Much love ♥️",seussmace,1,1554290549,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,124,True,False,False,False,False,False,False,False,0,0,0.0,,,,,,False,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,🧡🌷🧡🌷💐🧡💜,next.oz,1,1554290640,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,7,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.9545084834098816,0.9545084834098816,0.00649228785187006,0.03899920731782913,False,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,Best & Worst BBQ?,theunderachievers4ever,2,1554292448,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,17,True,False,False,False,False,False,False,False,0,0,0.0,neutral,0.7614110112190247,0.10792411118745804,0.1306648701429367,0.7614110112190247,False,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,Been watching your food review joints for a min now! Thanks for the content and how well it's being put together your new approach with the angles and commentating is awesome my guy. Double Salute! Looking for a Soul Food Joint try Esthers in MiamiFl on 27th ave!,lixcir,0,1554300671,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,263,True,False,False,False,False,False,False,False,0,0,0.0,,,,,,False,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,Ahhhh shit you in NY?,therealmakavelii,0,1554304985,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,21,True,False,False,False,False,False,False,False,0,0,0.0,negative,0.4651440978050232,0.07917539775371552,0.4651440978050232,0.4556805491447449,False,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
2013855600297268748,215706556,1554290317,308,8,"In a World where folks rarely want to see you change, KEEP GETTIN' MONEY! #bagsecured",#bagsecured,770481406636913.0,image,officialdaymdrops,Bvypv-kplYM,Hill Country Barbecue Market,False,True,,other,53881,1426,12468,All day....this life is a blessing...finna max it out,andrewj.sims,1,1554317520,85,1,False,False,0.0,0.0,0.0,#bagsecured,0.0,0.0,0.0,0.0,53,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.9791018962860107,0.9791018962860107,0.004995991010218859,0.015902183949947357,True,5.0,0.4634516481061776,0.2112162078016748,0.3253321586052577,0.2522354403045028,6.0,1.513412641827017
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Go green! 😂,mslaydeej,0,1550098978,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.7471123337745667,0.7471123337745667,0.016629274934530258,0.236258402466774,True,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Dam I wast first,spanish_kd_35,0,1550099084,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16,False,False,False,False,False,False,False,False,0,0,0.0,negative,0.5495092868804932,0.056393351405858994,0.5495092868804932,0.39409732818603516,False,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Yeah MR DROPS SUPERRRRROFFICIALLLLLL YOU ARE THE MAN,vinny_caru,0,1550099185,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,52,False,False,False,False,False,False,False,False,0,0,0.0,positive,0.9584880471229553,0.9584880471229553,0.004389388952404261,0.03712249919772148,False,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Salt and pepper gang!🧂🤟🏾,chocolatenerd_,1,1550099285,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.7000019550323486,0.7000019550323486,0.00922034215182066,0.29077765345573425,False,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Super Saiyan 4 Daym...next episode!!!,thatguybgreen,1,1550099324,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,37,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.8351397514343262,0.8351397514343262,0.0032594159711152315,0.16160082817077637,True,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,"Golden Lords, Baby Lords....Meteor Maaaaaaan!!!!!",kingsman2k15,0,1550099527,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,49,True,False,False,False,False,False,False,False,0,0,0.0,positive,0.6256743669509888,0.6256743669509888,0.015273058786988258,0.3590525984764099,False,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,It’s about time man. I mean. Let Daym be Daym. You can only win with that attitude. But it’s like the mole from Austin Powers. No matter how good your content. I’m just staring....,adutts87200,0,1550100142,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,True,False,False,False,False,False,False,False,0,0,0.0,,,,,,True,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
1978695573540312242,215706556,1550098915,255,15,Say Goodbye to The Leader of the Golden Lords!! I'm about to take my FINAL FORM TONIGHT!!!!!!,,626398900884375.0,image,officialdaymdrops,Bt1vSP7ghSy,Ulta Beauty,False,True,,other,53881,1426,12468,Ok ok let see what u do,jayday_247,0,1550101153,93,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,23,False,False,False,False,False,False,False,False,0,0,0.0,neutral,0.8233066201210022,0.10814952105283737,0.06854388117790222,0.8233066201210022,True,4.0,0.5509895745615164,0.0953434986478338,0.3536669207215309,0.4556460759136825,15.0,6.834691138705239
